Species,Position,Block,Order,ML,UniqId,GerminationDate,Comment1,Dead_plant,DeathCause,RootsHarvested,SeedsCounted,Trt,Comp,Combos,Population,SeedNumber
Ip,794,4,794,PA4.13Ip,794Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.13 Ip-PA 4.7 Ihed,PA4,27
Ip,795A,4,795,PA4.1Ip,795AIp,43262,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.1 Ip-PA 4.15 Ihed,PA4,105
Ip,796,4,796,PA4.14Ip,796Ip,43259,NA,NA,NA,N,Y,Alone,NA,NA,PA4,113
Ip,79A,1,79,PA4.13Ip,79AIp,43262,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.13 Ip-PA 4.2 Ihed,PA4,67
Ip,80,1,80,PA4.14Ip,80Ip,43258,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.14 Ip-PA 4.9 Ihed,PA4,96
Ip,800,4,800,PA4.16Ip,800Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.16 Ip-PA 4.9 Ihed,PA4,227
Ip,803,4,803,PA4.15Ip,803Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.15 Ip-PA 4.7 Ihed,PA4,340
Ip,803A,4,803,PA4.2Ip,803AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.2 Ip-PA 4.15 Ihed,PA4,163
Ip,804,4,804,PA4.11Ip,804Ip,43262,NA,NA,NA,Y,Y,Inter,PA 4.7 Ihed,PA 4.11 Ip-PA 4.7 Ihed,PA4,101
Ip,805,4,805,PA4.15Ip,805Ip,43259,NA,NA,NA,Y,Y,Inter,PA 4.15 Ihed,PA 4.15 Ip-PA 4.15 Ihed,PA4,197
Ip,805A,4,805,PA4.19Ip,805AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.19 Ip-PA 4.15 Ihed,PA4,54
Ip,806,4,806,PA4.1Ip,806Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.1 Ip-PA 4.9 Ihed,PA4,260
Ip,807A,4,807,PA4.17Ip,807AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.17 Ip-PA 4.15 Ihed,PA4,299
Ip,808,4,808,PA4.13Ip,808Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.13 Ip-PA 4.3 Ihed,PA4,38
Ip,809,4,809,PA4.19Ip,809Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.19 Ip-PA 4.7 Ihed,PA4,186
Ip,811,4,811,PA4.14Ip,811Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.14 Ip-PA 4.9 Ihed,PA4,377
Ip,815,4,815,PA4.1Ip,815Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.1 Ip-PA 4.12 Ihed,PA4,194
Ip,816,4,816,PA4.14Ip,816Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.14 Ip-PA 4.3 Ihed,PA4,60
Ip,817,4,817,PA4.11Ip,817Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.11 Ip-PA 4.3 Ihed,PA4,181
Ip,82,1,82,PA4.1Ip,82Ip,43258,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.1 Ip-PA 4.3 Ihed,PA4,172
Ip,821,4,821,PA4.14Ip,821Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.14 Ip-PA 4.7 Ihed,PA4,171
Ip,821A,4,821,PA4.2Ip,821AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.2 Ip-PA 4.2 Ihed,PA4,221
Ip,822,4,822,PA4.2Ip,822Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.2 Ip-PA 4.7 Ihed,PA4,167
Ip,824,4,824,PA4.18Ip,824Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.18 Ip-PA 4.2 Ihed,PA4,219
Ip,825,4,825,PA4.17Ip,825Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.17 Ip-PA 4.7 Ihed,PA4,167
Ip,827,4,827,PA4.19Ip,827Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.19 Ip-PA 4.7 Ihed,PA4,136
Ip,828,4,828,PA4.1Ip,828Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.1 Ip-PA 4.3 Ihed,PA4,56
Ip,829,4,829,PA4.2Ip,829Ip,43264,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.2 Ip-PA 4.9 Ihed,PA4,87
Ip,831,4,831,PA4.11Ip,831Ip,43259,NA,NA,NA,N,Y,Alone,NA,NA,PA4,355
Ip,831A,4,831,PA4.15Ip,831AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.15 Ip-PA 4.15 Ihed,PA4,306
Ip,833,4,833,PA4.17Ip,833Ip,43262,NA,Y,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.17 Ip-PA 4.9 Ihed,PA4,20
Ip,834,4,834,PA4.15Ip,834Ip,43259,NA,NA,NA,N,Y,Alone,NA,NA,PA4,431
Ip,835A,4,835,PA4.16Ip,835AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.16 Ip-PA 4.15 Ihed,PA4,43
Ip,837A,4,837,PA4.14Ip,837AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.14 Ip-PA 4.15 Ihed,PA4,197
Ip,841A,4,841,PA4.17Ip,841AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.17 Ip-PA 4.15 Ihed,PA4,143
Ip,843,4,843,PA4.11Ip,843Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.11 Ip-PA 4.12 Ihed,PA4,121
Ip,845,4,845,PA4.13Ip,845Ip,43264,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.13 Ip-PA 4.9 Ihed,PA4,89
Ip,847,4,847,PA4.15Ip,847Ip,43264,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.15 Ip-PA 4.9 Ihed,PA4,155
Ip,848,4,848,PA4.2Ip,848Ip,43264,NA,NA,NA,N,Y,Alone,NA,NA,PA4,447
Ip,851,4,851,PA4.11Ip,851Ip,43264,NA,NA,NA,N,Y,Alone,NA,NA,PA4,111
Ip,851A,4,851,PA4.14Ip,851AIp,43264,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.14 Ip-PA 4.15 Ihed,PA4,91
Ip,852,4,852,PA4.15Ip,852Ip,43264,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.15 Ip-PA 4.3 Ihed,PA4,26
Ip,855,4,855,PA4.19Ip,855Ip,43264,NA,NA,NA,N,Y,Alone,NA,NA,PA4,131
Ip,855A,4,855,PA4.18Ip,855AIp,43264,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.18 Ip-PA 4.15 Ihed,PA4,71
Ip,857,4,857,PA4.17Ip,857Ip,43264,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.17 Ip-PA 4.7 Ihed,PA4,207
Ip,858,4,858,PA4.19Ip,858Ip,43264,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.19 Ip-PA 4.12 Ihed,PA4,33
Ip,85A,1,85,PA4.17Ip,85AIp,43264,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.17 Ip-PA 4.2 Ihed,PA4,145
Ip,861A,4,861,PA4.14Ip,861AIp,43264,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.14 Ip-PA 4.2 Ihed,PA4,154
Ip,862,4,862,PA4.15Ip,862Ip,43258,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.15 Ip-PA 4.12 Ihed,PA4,91
Ip,867,4,867,PA4.18Ip,867Ip,43264,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.18 Ip-PA 4.12 Ihed,PA4,28
Ip,87,1,87,PA4.18Ip,87Ip,43258,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.18 Ip-PA 4.12 Ihed,PA4,175
Ip,874,4,874,PA4.15Ip,874Ip,43264,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.15 Ip-PA 4.3 Ihed,PA4,250
Ip,875,4,875,PA4.14Ip,875Ip,43259,NA,NA,NA,Y,Y,Inter,PA 4.2 Ihed,PA 4.14 Ip-PA 4.2 Ihed,PA4,212
Ip,877,4,877,PA4.2Ip,877Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.2 Ip-PA 4.7 Ihed,PA4,198
Ip,879,4,879,PA4.13Ip,879Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.13 Ip-PA 4.3 Ihed,PA4,221
Ip,88,1,88,PA4.16Ip,88Ip,43258,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.16 Ip-PA 4.7 Ihed,PA4,149
Ip,880,4,880,PA4.18Ip,880Ip,43259,NA,NA,NA,N,Y,Alone,NA,NA,PA4,91
Ip,881,4,881,PA4.16Ip,881Ip,43259,NA,NA,NA,Y,Y,Inter,PA 4.7 Ihed,PA 4.16 Ip-PA 4.7 Ihed,PA4,123
Ip,884,4,884,PA4.18Ip,884Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.18 Ip-PA 4.9 Ihed,PA4,92
Ip,885,4,885,PA4.14Ip,885Ip,43259,NA,NA,NA,N,Y,Alone,NA,NA,PA4,90
Ip,887,4,887,PA4.2Ip,887Ip,43259,NA,NA,NA,N,Y,Alone,NA,NA,PA4,303
Ip,888,4,888,PA4.17Ip,888Ip,43264,NA,NA,NA,N,Y,Alone,NA,NA,PA4,43
Ip,889,4,889,PA4.19Ip,889Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.19 Ip-PA 4.3 Ihed,PA4,108
Ip,892,4,892,PA4.11Ip,892Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.11 Ip-PA 4.7 Ihed,PA4,132
Ip,899,4,899,PA4.1Ip,899Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.1 Ip-PA 4.3 Ihed,PA4,101
Ip,90,1,90,PA4.2Ip,90Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.2 Ip-PA 4.12 Ihed,PA4,262
Ip,900,4,900,PA4.2Ip,900Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.2 Ip-PA 4.3 Ihed,PA4,25
Ip,91,1,91,PA4.1Ip,91Ip,43258,NA,Y,NA,N,Y,Alone,NA,NA,PA4,118
Ip,911,4,911,PA4.16Ip,911Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.16 Ip-PA 4.7 Ihed,PA4,430
Ip,912,4,912,PA4.13Ip,912Ip,43259,NA,NA,NA,N,Y,Alone,NA,NA,PA4,261
Ip,917,4,917,PA4.15Ip,917Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.15 Ip-PA 4.12 Ihed,PA4,157
Ip,918,4,918,PA4.18Ip,918Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.18 Ip-PA 4.12 Ihed,PA4,200
Ip,925,4,925,PA4.19Ip,925Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.19 Ip-PA 4.3 Ihed,PA4,165
Ip,926,4,926,PA4.1Ip,926Ip,43259,NA,NA,NA,N,Y,Alone,NA,NA,PA4,165
Ip,931,4,931,PA4.17Ip,931Ip,43259,NA,NA,NA,Y,Y,Inter,PA 4.3 Ihed,PA 4.17 Ip-PA 4.3 Ihed,PA4,73
Ip,932,4,932,PA4.16Ip,932Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.16 Ip-PA 4.3 Ihed,PA4,74
Ip,936,4,936,PA4.2Ip,936Ip,43259,NA,NA,NA,Y,Y,Inter,PA 4.9 Ihed,PA 4.2 Ip-PA 4.9 Ihed,PA4,323
Ip,937,4,937,PA4.2Ip,937Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.2 Ip-PA 4.3 Ihed,PA4,422
Ip,942,4,942,PA4.11Ip,942Ip,NA,DG,NA,NA,N,Y,Alone,NA,NA,PA4,518
Ip,950,4,950,PA4.19Ip,950Ip,43262,NA,NA,NA,N,Y,Alone,NA,NA,PA4,341
Ip,957,4,957,PA4.1Ip,957Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.1 Ip-PA 4.9 Ihed,PA4,191
Ip,96,1,96,PA4.16Ip,96Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.16 Ip-PA 4.7 Ihed,PA4,164
Ip,960,4,960,PA4.17Ip,960Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.17 Ip-PA 4.12 Ihed,PA4,17
Ip,961,4,961,PA4.1Ip,961Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.1 Ip-PA 4.2 Ihed,PA4,169
Ip,962,4,962,PA4.17Ip,962Ip,43262,NA,NA,NA,N,Y,Alone,NA,NA,PA4,90
Ip,963,4,963,PA4.11Ip,963Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.11 Ip-PA 4.3 Ihed,PA4,84
Ip,967,4,967,PA4.18Ip,967Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.18 Ip-PA 4.3 Ihed,PA4,153
Ip,974,4,974,PA4.11Ip,974Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.11 Ip-PA 4.15 Ihed,PA4,5
Ip,976,4,976,PA4.11Ip,976Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.11 Ip-PA 4.9 Ihed,PA4,18
Ip,97A,1,97,PA4.1Ip,97AIp,43262,NA,NA,NA,Y,Y,Inter,PA 4.15 Ihed,PA 4.1 Ip-PA 4.15 Ihed,PA4,114
Ip,99,1,99,PA4.11Ip,99Ip,43258,NA,NA,NA,N,Y,Alone,NA,NA,PA4,143
Ip,991,4,991,PA4.11Ip,991Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.11 Ip-PA 4.12 Ihed,PA4,137
Ip,994,4,994,PA4.15Ip,994Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.15 Ip-PA 4.7 Ihed,PA4,341
Ip,995,4,995,PA4.16Ip,995Ip,43264,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.16 Ip-PA 4.12 Ihed,PA4,5
Ip,99A,1,99,PA4.1Ip,99AIp,43262,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.1 Ip-PA 4.15 Ihed,PA4,71
Ip,9A,1,9,PA4.14Ip,9AIp,43262,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.14 Ip-PA 4.2 Ihed,PA4,22
