Species,Position,Block,Order,ML,UniqId,GerminationDate,Comment1,Dead_plant,DeathCause,RootsHarvested,SeedsCounted,Trt,Comp,Combos,Population,SeedNumber
Ip,451A,2,451,PA4.14Ip,451AIp,43262,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.14 Ip-PA 4.2 Ihed,PA4,61
Ip,452,2,452,PA4.2Ip,452Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.2 Ip-PA 4.7 Ihed,PA4,77
Ip,454,2,454,PA4.11Ip,454Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.11 Ip-PA 4.3 Ihed,PA4,48
Ip,455,2,455,PA4.17Ip,455Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.17 Ip-PA 4.7 Ihed,PA4,142
Ip,459,2,459,PA4.11Ip,459Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.11 Ip-PA 4.3 Ihed,PA4,100
Ip,459A,2,459,PA4.15Ip,459AIp,43262,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.15 Ip-PA 4.2 Ihed,PA4,23
Ip,45A,1,45,PA4.2Ip,45AIp,43262,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.2 Ip-PA 4.15 Ihed,PA4,94
Ip,46,1,46,PA4.13Ip,46Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.13 Ip-PA 4.9 Ihed,PA4,299
Ip,465A,2,465,PA4.19Ip,465AIp,43262,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.19 Ip-PA 4.15 Ihed,PA4,178
Ip,469A,2,469,PA4.2Ip,469AIp,43262,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.2 Ip-PA 4.15 Ihed,PA4,91
Ip,47,1,47,PA4.16Ip,47Ip,43258,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.16 Ip-PA 4.9 Ihed,PA4,455
Ip,471A,2,471,PA4.16Ip,471AIp,43262,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.16 Ip-PA 4.15 Ihed,PA4,51
Ip,472,2,472,PA4.16Ip,472Ip,NA,DG,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.16 Ip-PA 4.7 Ihed,PA4,135
Ip,476,2,476,PA4.14Ip,476Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.14 Ip-PA 4.12 Ihed,PA4,29
Ip,479A,2,479,PA4.11Ip,479AIp,43262,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.11 Ip-PA 4.2 Ihed,PA4,84
Ip,47A,1,47,PA4.14Ip,47AIp,43262,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.14 Ip-PA 4.2 Ihed,PA4,294
Ip,486,2,486,PA4.14Ip,486Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.14 Ip-PA 4.3 Ihed,PA4,149
Ip,492,2,492,PA4.1Ip,492Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.1 Ip-PA 4.7 Ihed,PA4,70
Ip,494,2,494,PA4.17Ip,494Ip,43258,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.17 Ip-PA 4.12 Ihed,PA4,54
Ip,5,1,5,PA4.18Ip,5Ip,43258,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.18 Ip-PA 4.3 Ihed,PA4,85
Ip,501,3,501,PA4.2Ip,501Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.2 Ip-PA 4.3 Ihed,PA4,113
Ip,504,3,504,PA4.11Ip,504Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.11 Ip-PA 4.12 Ihed,PA4,276
Ip,510,3,510,PA4.13Ip,510Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.13 Ip-PA 4.7 Ihed,PA4,209
Ip,517,3,517,PA4.14Ip,517Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.14 Ip-PA 4.3 Ihed,PA4,1547
Ip,52,1,52,PA4.17Ip,52Ip,43258,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.17 Ip-PA 4.9 Ihed,PA4,208
Ip,521,3,521,PA4.18Ip,521Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.18 Ip-PA 4.3 Ihed,PA4,559
Ip,53,1,53,PA4.16Ip,53Ip,43258,NA,NA,NA,N,Y,Alone,NA,NA,PA4,150
Ip,532,3,532,PA4.11Ip,532Ip,43264,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.11 Ip-PA 4.12 Ihed,PA4,52
Ip,534,3,534,PA4.16Ip,534Ip,43258,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.16 Ip-PA 4.7 Ihed,PA4,117
Ip,536,3,536,PA4.13Ip,536Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.13 Ip-PA 4.2 Ihed,PA4,107
Ip,537,3,537,PA4.11Ip,537Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.11 Ip-PA 4.7 Ihed,PA4,129
Ip,545,3,545,PA4.11Ip,545Ip,43262,NA,NA,NA,N,Y,Alone,NA,NA,PA4,241
Ip,559,3,559,PA4.14Ip,559Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.14 Ip-PA 4.12 Ihed,PA4,569
Ip,560,3,560,PA4.14Ip,560Ip,43258,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.14 Ip-PA 4.9 Ihed,PA4,413
Ip,562,3,562,PA4.16Ip,562Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.16 Ip-PA 4.3 Ihed,PA4,773
Ip,567,3,567,PA4.17Ip,567Ip,43259,NA,NA,NA,N,Y,Alone,NA,NA,PA4,167
Ip,569,3,569,PA4.2Ip,569Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.2 Ip-PA 4.12 Ihed,PA4,248
Ip,570,3,570,PA4.19Ip,570Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.19 Ip-PA 4.7 Ihed,PA4,246
Ip,572,3,572,PA4.15Ip,572Ip,43259,NA,NA,NA,N,Y,Alone,NA,NA,PA4,232
Ip,576,3,576,PA4.2Ip,576Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.2 Ip-PA 4.9 Ihed,PA4,80
Ip,577,3,577,PA4.16Ip,577Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.16 Ip-PA 4.12 Ihed,PA4,631
Ip,58,1,58,PA4.11Ip,58Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.11 Ip-PA 4.7 Ihed,PA4,234
Ip,582,3,582,PA4.2Ip,582Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.2 Ip-PA 4.12 Ihed,PA4,201
Ip,585,3,585,PA4.15Ip,585Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.15 Ip-PA 4.3 Ihed,PA4,432
Ip,586,3,586,PA4.14Ip,586Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.14 Ip-PA 4.9 Ihed,PA4,219
Ip,588,3,588,PA4.15Ip,588Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.15 Ip-PA 4.9 Ihed,PA4,393
Ip,592,3,592,PA4.1Ip,592Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.1 Ip-PA 4.7 Ihed,PA4,58
Ip,594,3,594,PA4.2Ip,594Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.2 Ip-PA 4.9 Ihed,PA4,426
Ip,596,3,596,PA4.2Ip,596Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.2 Ip-PA 4.7 Ihed,PA4,241
Ip,5A,1,5,PA4.11Ip,5AIp,43262,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.11 Ip-PA 4.15 Ihed,PA4,53
Ip,600,3,600,PA4.2Ip,600Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.2 Ip-PA 4.3 Ihed,PA4,72
Ip,604,3,604,PA4.15Ip,604Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.15 Ip-PA 4.3 Ihed,PA4,55
Ip,607,3,607,PA4.18Ip,607Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.18 Ip-PA 4.7 Ihed,PA4,142
Ip,609,3,609,PA4.16Ip,609Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.16 Ip-PA 4.12 Ihed,PA4,131
Ip,610,3,610,PA4.1Ip,610Ip,43259,NA,NA,NA,N,Y,Alone,NA,NA,PA4,224
Ip,611,3,611,PA4.18Ip,611Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.18 Ip-PA 4.12 Ihed,PA4,81
Ip,612,3,612,PA4.17Ip,612Ip,43259,NA,NA,NA,N,Y,Alone,NA,NA,PA4,152
Ip,613,3,613,PA4.13Ip,613Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.13 Ip-PA 4.12 Ihed,PA4,279
Ip,614,3,614,PA4.17Ip,614Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.17 Ip-PA 4.3 Ihed,PA4,94
Ip,616,3,616,PA4.19Ip,616Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.19 Ip-PA 4.12 Ihed,PA4,132
Ip,617,3,617,PA4.16Ip,617Ip,43259,NA,NA,NA,N,Y,Alone,NA,NA,PA4,239
Ip,61A,1,61,PA4.1Ip,61AIp,43262,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.1 Ip-PA 4.15 Ihed,PA4,274
Ip,623,3,623,PA4.2Ip,623Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.2 Ip-PA 4.15 Ihed,PA4,298
Ip,625,3,625,PA4.1Ip,625Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.1 Ip-PA 4.12 Ihed,PA4,216
Ip,627,3,627,PA4.1Ip,627Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.1 Ip-PA 4.3 Ihed,PA4,155
Ip,628,3,628,PA4.18Ip,628Ip,43259,NA,NA,NA,N,Y,Alone,NA,NA,PA4,126
Ip,629,3,629,PA4.18Ip,629Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.18 Ip-PA 4.15 Ihed,PA4,363
Ip,631,3,631,PA4.2Ip,631Ip,43259,NA,NA,NA,N,Y,Alone,NA,NA,PA4,92
Ip,634,3,634,PA4.19Ip,634Ip,43259,NA,NA,NA,N,Y,Alone,NA,NA,PA4,280
Ip,635,3,635,PA4.19Ip,635Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.19 Ip-PA 4.9 Ihed,PA4,194
Ip,639,3,639,PA4.14Ip,639Ip,43259,NA,NA,NA,Y,Y,Inter,PA 4.3 Ihed,PA 4.14 Ip-PA 4.3 Ihed,PA4,81
Ip,643,3,643,PA4.15Ip,643Ip,43259,NA,NA,NA,N,Y,Alone,NA,NA,PA4,208
Ip,645,3,645,PA4.13Ip,645Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.13 Ip-PA 4.7 Ihed,PA4,409
Ip,650,3,650,PA4.1Ip,650Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.1 Ip-PA 4.9 Ihed,PA4,314
Ip,651,3,651,PA4.18Ip,651Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.18 Ip-PA 4.9 Ihed,PA4,162
Ip,653,3,653,PA4.15Ip,653Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.15 Ip-PA 4.15 Ihed,PA4,1001
Ip,654,3,654,PA4.19Ip,654Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.19 Ip-PA 4.7 Ihed,PA4,175
Ip,659,3,659,PA4.1Ip,659Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.1 Ip-PA 4.3 Ihed,PA4,110
Ip,65A,1,65,PA4.1Ip,65AIp,43262,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.1 Ip-PA 4.2 Ihed,PA4,201
Ip,660,3,660,PA4.16Ip,660Ip,43259,NA,NA,NA,N,Y,Alone,NA,NA,PA4,410
Ip,662,3,662,PA4.15Ip,662Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.15 Ip-PA 4.12 Ihed,PA4,338
Ip,663,3,663,PA4.16Ip,663Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.16 Ip-PA 4.9 Ihed,PA4,280
Ip,663A,3,663,PA4.19Ip,663AIp,43262,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.19 Ip-PA 4.2 Ihed,PA4,85
Ip,664,3,664,PA4.19Ip,664Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.19 Ip-PA 4.9 Ihed,PA4,220
Ip,665A,3,665,PA4.15Ip,665AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.15 Ip-PA 4.2 Ihed,PA4,263
Ip,667,3,667,PA4.16Ip,667Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.16 Ip-PA 4.7 Ihed,PA4,487
Ip,668,3,668,PA4.14Ip,668Ip,43259,NA,NA,NA,N,Y,Alone,NA,NA,PA4,493
Ip,669A,3,669,PA4.18Ip,669AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.18 Ip-PA 4.15 Ihed,PA4,370
Ip,67,1,67,PA4.1Ip,67Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.1 Ip-PA 4.7 Ihed,PA4,318
Ip,671,3,671,PA4.13Ip,671Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.13 Ip-PA 4.9 Ihed,PA4,72
Ip,671A,3,671,PA4.16Ip,671AIp,43259,NA,NA,NA,Y,Y,Inter,PA 4.2 Ihed,PA 4.16 Ip-PA 4.2 Ihed,PA4,249
Ip,673,3,673,PA4.18Ip,673Ip,43259,NA,NA,NA,Y,Y,Inter,PA 4.9 Ihed,PA 4.18 Ip-PA 4.9 Ihed,PA4,421
Ip,676,3,676,PA4.14Ip,676Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.14 Ip-PA 4.7 Ihed,PA4,136
Ip,681A,3,681,PA4.19Ip,681AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.19 Ip-PA 4.15 Ihed,PA4,585
Ip,683A,3,683,PA4.19Ip,683AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.19 Ip-PA 4.2 Ihed,PA4,394
Ip,685A,3,685,PA4.16Ip,685AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.16 Ip-PA 4.15 Ihed,PA4,155
Ip,689,3,689,PA4.1Ip,689Ip,43259,NA,NA,NA,N,Y,Alone,NA,NA,PA4,156
Ip,689A,3,689,PA4.18Ip,689AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.18 Ip-PA 4.2 Ihed,PA4,241
Ip,691,3,691,PA4.18Ip,691Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.18 Ip-PA 4.12 Ihed,PA4,203
Ip,691A,3,691,PA4.13Ip,691AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.13 Ip-PA 4.15 Ihed,PA4,86
Ip,692,3,692,PA4.15Ip,692Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.15 Ip-PA 4.7 Ihed,PA4,159
Ip,693,3,693,PA4.15Ip,693Ip,43259,NA,NA,NA,Y,Y,Inter,PA 4.3 Ihed,PA 4.15 Ip-PA 4.3 Ihed,PA4,154
Ip,693A,3,693,PA4.17Ip,693AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.17 Ip-PA 4.15 Ihed,PA4,88
Ip,695,3,695,PA4.17Ip,695Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.17 Ip-PA 4.3 Ihed,PA4,189
Ip,697,3,697,PA4.17Ip,697Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.17 Ip-PA 4.9 Ihed,PA4,141
Ip,697A,3,697,PA4.15Ip,697AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.15 Ip-PA 4.15 Ihed,PA4,131
Ip,698,3,698,PA4.17Ip,698Ip,43259,NA,NA,NA,Y,Y,Inter,PA 4.15 Ihed,PA 4.17 Ip-PA 4.15 Ihed,PA4,219
Ip,69A,1,69,PA4.2Ip,69AIp,43262,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.2 Ip-PA 4.2 Ihed,PA4,294
Ip,70,1,70,PA4.15Ip,70Ip,43258,NA,NA,NA,Y,Y,Alone,NA,NA,PA4,259
Ip,705,3,705,PA4.1Ip,705Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.1 Ip-PA 4.2 Ihed,PA4,235
Ip,705A,3,705,PA4.11Ip,705AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.11 Ip-PA 4.2 Ihed,PA4,158
Ip,707A,3,707,PA4.13Ip,707AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.13 Ip-PA 4.2 Ihed,PA4,136
Ip,708,3,708,PA4.16Ip,708Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.16 Ip-PA 4.9 Ihed,PA4,87
Ip,709,3,709,PA4.2Ip,709Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.2 Ip-PA 4.9 Ihed,PA4,46
Ip,71,1,71,PA4.14Ip,71Ip,43258,NA,NA,NA,Y,Y,Alone,NA,NA,PA4,96
Ip,711,3,711,PA4.17Ip,711Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.17 Ip-PA 4.2 Ihed,PA4,219
Ip,712,3,712,PA4.1Ip,712Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.1 Ip-PA 4.9 Ihed,PA4,94
Ip,713A,3,713,PA4.1Ip,713AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.1 Ip-PA 4.15 Ihed,PA4,300
Ip,715A,3,715,PA4.16Ip,715AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.16 Ip-PA 4.2 Ihed,PA4,80
Ip,717,3,717,PA4.17Ip,717Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.17 Ip-PA 4.9 Ihed,PA4,229
Ip,718,3,718,PA4.15Ip,718Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.15 Ip-PA 4.7 Ihed,PA4,369
Ip,72,1,72,PA4.14Ip,72Ip,43258,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.14 Ip-PA 4.12 Ihed,PA4,146
Ip,720,3,720,PA4.13Ip,720Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.13 Ip-PA 4.9 Ihed,PA4,110
Ip,725,3,725,PA4.13Ip,725Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.13 Ip-PA 4.3 Ihed,PA4,828
Ip,727,3,727,PA4.15Ip,727Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.15 Ip-PA 4.9 Ihed,PA4,267
Ip,729,3,729,PA4.15Ip,729Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.15 Ip-PA 4.12 Ihed,PA4,258
Ip,729A,3,729,PA4.1Ip,729AIp,43259,NA,NA,NA,Y,Y,Inter,PA 4.2 Ihed,PA 4.1 Ip-PA 4.2 Ihed,PA4,29
Ip,73,1,73,PA4.14Ip,73Ip,43258,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.14 Ip-PA 4.9 Ihed,PA4,146
Ip,730,3,730,PA4.19Ip,730Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.19 Ip-PA 4.12 Ihed,PA4,116
Ip,731,3,731,PA4.11Ip,731Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.11 Ip-PA 4.3 Ihed,PA4,189
Ip,737A,3,737,PA4.14Ip,737AIp,43259,NA,NA,NA,Y,Y,Inter,PA 4.2 Ihed,PA 4.14 Ip-PA 4.2 Ihed,PA4,203
Ip,739A,3,739,PA4.14Ip,739AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.14 Ip-PA 4.15 Ihed,PA4,98
Ip,73A,1,73,PA4.16Ip,73AIp,43262,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.16 Ip-PA 4.15 Ihed,PA4,80
Ip,74,1,74,PA4.11Ip,74Ip,43258,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.11 Ip-PA 4.3 Ihed,PA4,106
Ip,744,3,744,PA4.18Ip,744Ip,43259,NA,NA,NA,N,Y,Alone,NA,NA,PA4,122
Ip,747A,3,747,PA4.2Ip,747AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.2 Ip-PA 4.15 Ihed,PA4,836
Ip,748,3,748,PA4.19Ip,748Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.3 Ihed,PA 4.19 Ip-PA 4.3 Ihed,PA4,411
Ip,751A,4,751,PA4.17Ip,751AIp,43262,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.17 Ip-PA 4.2 Ihed,PA4,826
Ip,753,4,753,PA4.17Ip,753Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.17 Ip-PA 4.9 Ihed,PA4,227
Ip,753A,4,753,PA4.18Ip,753AIp,43262,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.18 Ip-PA 4.2 Ihed,PA4,580
Ip,754,4,754,PA4.18Ip,754Ip,43259,NA,NA,NA,N,Y,Alone,NA,NA,PA4,398
Ip,755,4,755,PA4.13Ip,755Ip,43259,NA,NA,NA,Y,Y,Inter,PA 4.3 Ihed,PA 4.13 Ip-PA 4.3 Ihed,PA4,422
Ip,755A,4,755,PA4.11Ip,755AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.11 Ip-PA 4.15 Ihed,PA4,430
Ip,757,4,757,PA4.15Ip,757Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.15 Ip-PA 4.2 Ihed,PA4,109
Ip,758B,3,758,PA4.11Ip,758BIp,43259,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.11 Ip-PA 4.2 Ihed,PA4,619
Ip,75A,1,75,PA4.15Ip,75AIp,43262,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.15 Ip-PA 4.15 Ihed,PA4,230
Ip,761,4,761,PA4.18Ip,761Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.18 Ip-PA 4.7 Ihed,PA4,372
Ip,761B,3,761,PA4.1Ip,761BIp,43262,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.1 Ip-PA 4.15 Ihed,PA4,519
Ip,763B,3,763,PA4.1Ip,763BIp,43262,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.1 Ip-PA 4.2 Ihed,PA4,163
Ip,764,4,764,PA4.17Ip,764Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.17 Ip-PA 4.12 Ihed,PA4,944
Ip,765A,4,765,PA4.13Ip,765AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.13 Ip-PA 4.2 Ihed,PA4,384
Ip,766B,3,766,PA4.15Ip,766BIp,43259,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.15 Ip-PA 4.2 Ihed,PA4,226
Ip,767B,3,767,PA4.17Ip,767BIp,43259,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.17 Ip-PA 4.15 Ihed,PA4,404
Ip,769,4,769,PA4.14Ip,769Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.14 Ip-PA 4.12 Ihed,PA4,197
Ip,77,1,77,PA4.2Ip,77Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.2 Ip-PA 4.7 Ihed,PA4,214
Ip,779A,4,779,PA4.19Ip,779AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.19 Ip-PA 4.2 Ihed,PA4,126
Ip,78,1,78,PA4.1Ip,78Ip,43258,NA,NA,NA,Y,Y,Inter,PA 4.3 Ihed,PA 4.1 Ip-PA 4.3 Ihed,PA4,71
Ip,780,4,780,PA4.14Ip,780Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.14 Ip-PA 4.9 Ihed,PA4,603
Ip,781,4,781,PA4.16Ip,781Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.16 Ip-PA 4.12 Ihed,PA4,145
Ip,781A,4,781,PA4.17Ip,781AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.17 Ip-PA 4.2 Ihed,PA4,83
Ip,786,4,786,PA4.19Ip,786Ip,43262,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.19 Ip-PA 4.9 Ihed,PA4,162
Ip,787,4,787,PA4.18Ip,787Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.7 Ihed,PA 4.18 Ip-PA 4.7 Ihed,PA4,89
Ip,787A,4,787,PA4.2Ip,787AIp,43259,NA,NA,NA,Y,Y,Inter,PA 4.2 Ihed,PA 4.2 Ip-PA 4.2 Ihed,PA4,25
Ip,791,4,791,PA4.2Ip,791Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.12 Ihed,PA 4.2 Ip-PA 4.12 Ihed,PA4,263
Ip,791A,4,791,PA4.2Ip,791AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.15 Ihed,PA 4.2 Ip-PA 4.15 Ihed,PA4,168
Ip,793,4,793,PA4.2Ip,793Ip,43259,NA,NA,NA,N,Y,Inter,PA 4.9 Ihed,PA 4.2 Ip-PA 4.9 Ihed,PA4,195
Ip,793A,4,793,PA4.2Ip,793AIp,43259,NA,NA,NA,N,Y,Inter,PA 4.2 Ihed,PA 4.2 Ip-PA 4.2 Ihed,PA4,118
