452	455	455	450	454	451	452	457	454	451	454	456	464	449	459	461	457	454	461	459	451	445	462	446	453	453	449	449	463	453	444	462	452	456	450	457	461	455	451	460	456	453	464	454	454	457	450	458	455	451	460	462	451	444	449	464	459	455	455	452	454	452	441	454	449	453	462	454	455	449	455	462	455	447	457	456	458	445	454	453	456	463	457	456	458	456	454	446	448	448	459	455	453	457	452	449	453	447	461	446
419	422	416	425	430	421	416	423	420	414	419	421	401	417	415	419	418	410	411	412	415	411	418	412	422	416	416	427	404	418	415	419	420	419	425	412	418	405	421	417	417	411	412	413	415	413	426	409	423	412	418	416	422	420	423	422	413	419	418	424	415	416	415	416	417	418	413	414	415	427	422	423	415	407	410	418	414	404	420	410	428	412	428	427	410	418	425	421	413	413	413	416	416	422	401	422	408	415	419	416
450	465	464	452	467	456	460	450	465	460	466	460	454	468	462	459	454	455	461	458	462	461	457	459	461	459	456	455	464	462	461	450	454	461	463	461	458	458	460	462	470	465	454	452	452	460	463	467	454	455	457	452	454	471	462	461	459	461	458	462	463	466	461	467	459	457	457	458	468	456	471	455	457	454	460	456	460	462	463	464	454	454	462	453	467	462	459	461	452	447	454	467	447	452	465	448	457	464	461	463
452	452	461	463	454	452	451	464	457	460	459	452	461	453	448	462	456	447	461	453	455	450	464	458	451	460	455	455	450	448	453	455	449	449	459	444	445	455	453	457	454	446	452	457	449	462	455	453	450	453	459	451	444	452	461	457	447	452	451	447	450	451	442	466	465	455	445	462	455	459	457	455	461	468	458	448	457	457	449	458	455	451	452	457	458	458	464	440	447	445	467	451	454	460	460	459	462	455	443	457
438	425	438	432	425	429	436	429	436	435	437	435	435	425	445	434	438	429	437	435	428	427	434	435	422	428	434	431	433	434	434	430	442	434	435	424	429	424	434	433	434	436	442	429	421	440	431	438	430	430	435	438	433	432	436	437	427	429	432	430	434	432	439	434	427	434	438	440	432	439	434	438	427	424	433	425	443	434	434	438	439	434	435	421	429	431	432	439	437	432	437	440	427	442	428	432	432	440	427	423
466	463	468	466	464	470	467	461	472	462	459	475	455	470	465	472	458	466	458	463	463	479	460	469	458	470	469	465	468	477	469	467	462	462	465	473	469	472	463	463	478	458	477	454	458	474	460	472	455	469	463	466	464	469	461	465	472	462	474	465	474	474	478	475	476	468	462	468	463	467	468	464	463	470	474	462	466	465	454	471	468	476	473	467	472	469	455	466	462	463	465	470	459	460	476	461	458	471	460	464
474	483	481	494	492	493	490	495	483	487	487	500	478	490	483	482	487	488	484	491	486	484	491	481	486	493	484	485	491	486	490	483	491	496	485	489	490	490	482	489	491	481	494	484	499	491	479	493	482	485	491	492	479	489	489	484	496	483	486	487	482	495	493	491	480	495	491	499	490	486	476	491	498	487	495	497	484	486	487	491	482	476	479	485	484	489	498	489	492	485	482	493	485	483	489	489	488	489	499	482
410	417	420	417	420	419	418	423	416	415	428	420	417	420	415	422	414	428	422	407	417	418	422	435	418	424	424	415	415	421	421	409	420	414	421	414	417	422	424	423	413	422	420	418	416	420	411	427	414	409	423	419	414	413	416	419	412	409	418	410	408	418	408	408	419	421	413	417	416	423	409	415	419	406	417	428	426	418	406	424	417	418	419	425	416	418	418	415	422	408	417	415	415	419	422	411	412	414	419	420
465	470	469	479	466	482	493	479	466	466	473	466	476	469	472	472	471	476	466	479	476	471	483	473	467	482	472	475	471	464	469	478	477	465	480	470	475	469	474	470	474	472	472	479	477	478	476	476	469	473	477	473	472	470	471	477	459	475	476	476	466	472	467	469	466	467	473	475	475	475	468	473	470	481	463	470	468	480	478	470	472	479	474	474	465	473	476	479	475	464	475	473	481	483	475	482	473	467	473	462
458	459	467	465	472	462	466	469	466	471	465	486	480	470	467	461	470	480	452	477	472	472	469	474	469	462	461	467	467	453	468	469	460	466	467	474	467	464	471	475	477	466	459	472	459	465	466	476	457	468	456	465	466	457	465	459	470	467	476	464	462	468	465	457	475	473	467	470	472	451	476	458	470	464	447	458	455	462	469	459	471	464	465	465	461	475	471	472	459	468	458	476	474	470	464	471	473	464	470	469
476	470	464	473	469	473	474	474	474	485	475	455	478	470	479	475	476	473	481	471	477	472	470	472	463	469	471	467	464	477	474	476	486	474	468	479	480	468	472	474	476	468	476	476	478	469	465	474	463	466	476	472	466	466	471	476	474	467	468	477	456	480	481	475	473	477	470	474	464	478	477	474	471	475	468	479	472	471	471	473	474	473	475	480	476	479	473	469	469	469	467	465	465	473	469	476	471	472	480	472
483	485	473	477	484	486	481	482	484	465	481	487	482	487	476	475	475	475	486	487	478	472	478	471	479	473	476	468	489	484	481	488	471	488	479	486	483	480	481	479	477	480	477	482	480	473	484	477	477	485	481	478	477	482	476	480	483	473	499	480	483	488	483	471	472	476	478	473	483	474	481	484	481	492	481	471	476	472	477	478	476	483	485	480	488	469	472	478	480	484	472	477	478	487	481	486	471	476	478	473
468	471	471	483	472	479	475	477	475	490	467	468	481	463	475	476	476	477	463	467	469	474	482	468	479	470	478	477	475	478	477	474	476	491	475	473	481	477	479	473	476	467	476	466	481	472	465	468	474	470	479	459	477	475	478	470	458	479	471	476	461	473	473	476	477	469	472	478	478	473	478	481	474	479	485	474	488	460	481	478	470	474	468	476	480	478	476	481	463	458	473	473	470	474	476	474	472	481	478	482
395	384	392	392	398	393	391	398	402	394	401	403	404	397	399	398	389	382	394	399	401	404	411	390	398	388	397	381	400	396	395	398	397	395	395	388	398	393	397	386	396	399	391	396	388	397	397	394	391	389	392	396	395	394	397	405	393	401	393	392	401	403	390	404	388	397	401	389	400	395	391	395	394	394	394	392	394	399	391	398	398	398	400	401	397	393	394	396	401	402	400	398	396	386	396	388	394	391	393	394
437	427	437	432	436	427	429	429	428	429	434	435	429	436	430	425	440	438	428	430	430	431	433	429	435	427	427	430	436	427	438	426	431	430	424	435	429	432	433	427	434	440	430	435	437	429	428	434	432	438	434	430	436	434	439	432	433	432	425	435	428	428	441	426	431	433	434	426	430	425	442	438	431	428	437	426	429	425	428	437	431	430	440	423	428	434	423	440	425	437	431	438	437	428	432	431	442	440	437	431
492	484	498	501	495	496	496	498	493	502	499	483	483	498	494	511	496	500	498	499	483	498	491	482	495	502	496	488	488	485	500	497	492	478	494	493	485	491	499	493	491	496	498	492	492	491	492	509	498	486	490	501	492	499	495	500	498	504	484	490	497	500	498	494	498	504	488	488	486	500	491	502	490	497	505	496	505	506	494	492	502	495	500	490	501	497	494	492	496	501	496	502	492	502	496	497	493	494	493	500
438	451	434	448	440	429	448	447	434	439	429	437	438	440	433	437	425	445	433	438	435	452	441	438	441	441	434	437	445	443	429	433	424	441	441	435	434	435	444	436	447	435	440	442	436	429	449	441	447	444	444	444	435	435	432	437	435	441	439	451	444	440	442	450	447	442	433	440	446	443	439	433	443	442	435	437	445	443	438	432	441	436	438	435	436	447	442	438	441	444	447	451	440	444	438	433	434	441	439	449
496	502	480	490	494	508	502	492	495	491	491	498	490	489	487	493	504	498	497	498	496	493	493	496	495	487	488	497	491	495	495	499	494	489	494	483	494	497	499	490	490	494	487	492	487	496	491	497	487	487	491	486	503	497	494	480	493	487	492	499	487	501	504	486	500	489	487	493	492	500	487	491	492	484	489	490	487	491	492	497	495	495	491	492	496	495	503	493	496	499	490	500	493	492	507	489	494	489	500	489
429	431	427	437	427	428	425	424	432	422	428	429	418	431	430	427	422	416	427	432	433	426	439	427	447	415	437	424	424	436	429	427	424	433	423	423	429	432	422	437	441	422	433	428	425	429	425	427	428	434	425	436	428	440	431	426	432	423	421	419	444	430	428	428	423	437	425	426	427	420	421	420	418	421	410	432	424	424	418	431	429	432	429	419	427	434	417	429	427	431	435	431	424	424	425	423	411	421	433	425
459	448	455	452	454	455	442	452	455	445	445	458	455	441	442	444	459	450	462	449	441	447	456	458	458	442	454	454	452	442	461	452	456	450	454	435	453	458	445	444	457	454	444	451	455	458	457	453	451	456	449	453	460	452	452	458	452	451	443	451	455	445	462	456	457	449	451	444	453	458	453	447	451	442	453	450	446	453	446	450	459	439	447	453	443	458	452	455	438	442	449	449	450	453	463	440	454	446	462	451
450	443	443	446	446	439	443	440	451	443	442	447	445	447	440	449	447	448	445	439	450	446	448	438	447	437	446	451	451	450	452	447	439	447	443	451	445	446	446	443	444	435	441	449	443	450	438	448	442	437	453	437	451	449	447	444	445	444	445	443	437	439	445	432	440	449	452	450	441	434	442	439	434	444	442	448	445	441	444	439	447	440	449	440	446	441	446	454	447	443	444	448	438	457	444	441	437	449	437	438
498	488	488	490	496	475	490	488	487	492	493	481	496	494	490	490	484	492	493	493	493	507	498	492	485	489	492	495	483	491	490	508	491	499	500	485	490	497	496	495	495	503	496	499	505	488	486	495	498	488	496	489	485	496	498	491	492	490	482	484	499	487	495	488	492	484	491	500	497	490	496	487	485	482	502	492	490	495	501	485	480	490	487	495	494	495	489	495	486	486	502	491	499	497	499	488	499	488	487	492
490	485	485	490	486	486	485	481	493	481	485	479	484	484	494	489	491	494	476	487	485	499	493	489	486	485	487	484	480	489	484	490	485	481	472	483	483	488	482	488	494	484	487	485	488	488	479	484	483	483	499	487	488	487	483	484	475	493	490	482	478	484	488	488	490	480	479	480	482	490	486	486	491	494	484	478	481	481	487	492	484	486	483	471	492	492	487	480	495	491	480	489	494	484	480	487	491	487	488	477
448	453	459	463	458	459	454	457	465	455	453	445	455	451	465	462	471	455	449	462	453	453	445	446	453	462	453	451	456	454	461	461	456	463	450	465	460	451	458	456	451	457	447	448	451	454	460	455	459	453	450	447	456	450	460	461	459	459	461	459	456	459	463	452	451	451	459	463	458	456	455	457	446	456	461	453	451	459	456	451	446	454	455	453	444	455	457	453	455	461	462	464	450	461	458	458	459	464	457	450
444	435	445	447	447	447	447	441	441	441	434	441	441	441	448	449	442	444	444	440	439	443	439	439	449	436	446	443	442	437	448	442	449	438	436	445	455	441	441	443	443	446	449	436	451	444	447	442	442	447	435	435	444	444	443	441	443	444	455	442	436	444	443	439	443	447	443	445	457	446	445	437	444	438	445	442	441	446	439	450	442	442	443	428	444	440	449	439	441	452	448	449	442	445	443	436	449	448	441	428
469	456	479	478	473	464	475	474	470	472	470	475	470	464	467	463	457	467	473	461	466	461	461	464	470	475	466	461	463	467	478	475	467	466	474	452	468	470	467	463	462	476	466	459	461	463	453	484	465	453	476	473	458	470	471	470	460	473	474	466	471	465	453	478	467	469	463	472	470	470	461	463	459	465	461	464	471	463	471	469	467	472	470	473	462	470	480	475	475	465	476	466	476	470	459	469	471	462	472	459
465	480	474	465	473	486	476	468	475	470	477	468	473	465	486	471	474	464	479	473	470	480	473	481	470	463	479	469	470	474	484	465	471	476	462	477	470	482	486	477	489	476	472	474	484	475	482	472	467	474	473	490	479	475	476	480	480	472	479	484	476	487	468	472	474	471	474	481	480	479	481	468	472	477	473	462	476	475	486	487	465	474	471	475	482	482	480	474	481	462	472	472	474	474	472	475	474	470	473	482
460	450	456	473	456	465	464	460	463	463	467	461	452	460	459	463	452	464	464	458	463	462	458	450	460	455	455	455	457	459	465	462	466	462	452	464	466	462	463	449	463	461	455	464	460	457	465	463	449	473	461	461	455	462	461	456	458	457	470	450	460	458	459	467	451	457	460	456	451	467	464	460	457	465	470	461	457	463	457	456	459	458	453	465	457	464	463	463	464	457	463	461	470	454	458	460	453	462	464	463
402	395	409	402	401	400	399	396	407	399	408	408	406	404	397	401	404	395	400	390	406	391	400	407	409	397	406	400	409	405	402	404	398	417	407	398	400	405	406	406	395	405	403	408	404	408	408	402	393	394	397	395	395	405	406	405	408	406	406	415	402	403	410	404	409	402	402	405	407	399	399	404	397	401	401	408	393	398	399	405	403	401	402	408	408	407	400	401	405	405	396	404	405	406	401	400	408	405	397	398
442	435	439	449	437	435	433	445	437	441	429	432	447	440	442	444	452	438	443	440	430	431	440	438	443	437	440	436	423	432	433	447	442	443	449	442	449	435	439	439	444	435	437	434	441	436	451	439	446	444	433	442	442	444	441	442	442	440	441	421	438	438	442	444	440	452	438	434	434	442	430	434	442	438	443	432	447	444	429	433	438	440	428	437	432	444	430	439	435	440	440	432	430	444	438	434	443	442	440	436
449	458	450	453	457	453	451	456	450	462	453	454	458	454	453	447	451	454	462	461	456	451	455	456	457	453	455	458	456	458	454	456	455	457	455	452	460	453	453	453	451	455	451	466	449	457	450	461	460	453	453	453	459	453	451	466	444	454	453	452	452	455	457	453	456	446	448	453	458	463	454	453	452	461	450	448	458	464	448	458	460	459	458	447	457	449	455	452	452	458	460	455	456	451	454	454	455	457	463	449
384	394	392	386	391	379	387	389	388	380	388	384	382	380	378	391	382	390	382	382	388	389	384	382	393	385	391	388	387	389	392	391	388	380	386	379	392	383	382	379	377	381	387	383	383	380	383	390	390	382	380	387	391	387	383	384	380	378	389	385	386	395	380	387	392	380	387	389	389	391	395	375	389	384	388	388	382	382	384	380	392	389	382	386	385	386	381	392	393	379	391	388	392	392	381	388	381	387	395	382
429	437	439	440	430	434	429	431	440	436	445	435	438	424	428	450	433	430	437	434	436	433	442	438	428	449	439	432	425	436	425	441	447	438	435	437	439	434	439	440	431	437	442	436	439	427	436	436	439	442	430	439	435	433	431	429	438	445	432	438	441	440	432	428	428	439	430	438	424	436	439	437	436	430	435	440	434	433	434	435	434	426	433	425	436	432	435	434	432	449	436	427	440	447	436	436	431	434	432	435
487	484	482	496	485	487	479	496	492	479	482	494	490	494	483	471	483	485	480	479	470	481	480	479	482	479	488	484	481	479	485	483	484	481	476	484	482	487	487	480	484	483	484	478	476	486	477	484	479	483	484	484	476	482	478	475	475	490	480	480	474	482	481	479	482	481	487	495	475	477	478	477	475	474	483	466	476	483	487	488	482	477	492	479	491	484	483	481	483	484	494	497	487	490	482	480	486	485	488	479
428	432	428	425	439	430	436	428	437	438	432	417	431	439	435	434	426	431	428	430	430	436	421	420	435	442	431	436	424	427	434	433	427	430	429	432	425	432	427	427	435	430	433	430	432	431	430	429	435	432	432	430	435	440	420	426	439	429	421	419	430	435	436	434	432	431	425	419	432	433	430	438	431	436	439	426	434	435	440	422	435	429	439	434	425	431	440	430	428	431	428	428	432	426	437	420	437	429	430	422
466	471	462	468	462	463	471	466	466	464	469	467	469	467	468	457	458	480	466	476	465	463	458	468	470	468	461	460	470	473	470	466	475	455	468	464	468	464	462	464	455	459	472	472	469	470	464	464	466	471	462	478	471	466	470	473	467	469	475	459	463	469	465	469	462	459	464	470	465	463	473	466	475	465	465	465	468	469	479	467	469	470	465	468	476	478	460	462	466	468	467	469	465	468	465	474	467	467	472	458
444	436	444	438	441	446	444	448	438	436	440	447	439	436	431	449	444	443	446	449	446	435	433	442	438	437	444	433	445	437	431	438	434	451	436	439	445	447	442	449	438	440	443	433	432	447	443	439	451	444	438	439	436	439	434	447	457	440	441	432	436	444	444	438	438	441	440	444	447	446	453	427	439	436	441	441	445	445	439	449	435	443	450	447	437	446	446	444	443	443	445	436	441	435	433	445	439	431	445	430
420	419	416	424	416	415	409	425	420	420	419	420	421	418	415	412	421	422	416	425	418	418	420	417	414	424	419	418	421	418	419	422	428	411	429	419	416	425	417	411	414	419	423	413	425	420	424	422	421	423	419	431	433	423	424	402	419	417	425	410	415	425	418	417	423	418	421	424	417	411	421	416	420	419	419	426	430	414	417	412	421	421	409	417	424	424	424	417	423	421	419	417	428	421	415	413	417	422	430	426
429	425	439	440	429	430	420	426	431	441	428	434	432	428	429	441	440	434	432	428	443	433	426	424	430	429	430	432	423	427	427	435	434	428	427	427	436	430	433	421	418	429	428	429	429	435	436	425	424	433	424	434	432	438	428	426	436	433	426	434	422	439	435	435	428	438	423	428	427	436	431	438	430	429	429	421	432	431	421	426	440	429	432	425	435	426	429	439	425	421	436	435	428	427	433	430	426	424	432	424
452	450	445	443	453	436	450	448	448	443	454	454	458	446	439	445	441	451	445	449	435	448	442	442	448	446	443	449	435	451	439	433	450	450	446	448	447	452	443	446	439	441	442	450	440	445	448	449	455	441	443	448	441	445	452	443	447	457	450	437	448	448	445	444	453	444	444	448	452	446	445	454	435	446	438	457	446	458	455	455	437	450	451	449	452	451	441	449	446	445	440	437	447	453	447	446	452	440	444	451
