"Block","Order","Position","ML","Trt","Comp","Combos","Population","Species","Block.1","Leaf.Number","Comment","X","UniqId","GerminationDate","Comment1","Dead_plant","DeathCause","RootsHarvested","SeedsCounted","SeedNumber"
"2",363,"363A","PA4.17Ip","Inter","PA 4.15 Ihed","PA 4.17 Ip-PA 4.15 Ihed","PA4","Ip",2,5,"",120,"363AIp","43262.0",NA,NA,NA,"N","Y",42
"2",367,"367A","PA4.1Ip","Inter","PA 4.15 Ihed","PA 4.1 Ip-PA 4.15 Ihed","PA4","Ip",2,6,"",121,"367AIp","43262.0",NA,"Y",NA,"N","Y",104
"2",371,"371A","PA4.19Ip","Inter","PA 4.15 Ihed","PA 4.19 Ip-PA 4.15 Ihed","PA4","Ip",2,9,"",123,"371AIp","43262.0",NA,NA,NA,"N","Y",165
"2",373,"373","PA4.2Ip","Inter","PA 4.9 Ihed","PA 4.2 Ip-PA 4.9 Ihed","PA4","Ip",2,5,"",124,"373Ip","43262.0",NA,NA,NA,"N","Y",60
"2",375,"375","PA4.17Ip","Inter","PA 4.9 Ihed","PA 4.17 Ip-PA 4.9 Ihed","PA4","Ip",2,8,"",125,"375Ip","43262.0",NA,NA,NA,"N","Y",45
"2",380,"380","PA4.16Ip","Inter","PA 4.3 Ihed","PA 4.16 Ip-PA 4.3 Ihed","PA4","Ip",2,6,"",129,"380Ip","43262.0",NA,NA,NA,"N","Y",51
"2",381,"381A","PA4.1Ip","Inter","PA 4.15 Ihed","PA 4.1 Ip-PA 4.15 Ihed","PA4","Ip",2,6,"",130,"381AIp","43262.0",NA,NA,NA,"N","Y",11
"2",385,"385","PA4.18Ip","Inter","PA 4.9 Ihed","PA 4.18 Ip-PA 4.9 Ihed","PA4","Ip",2,5,"",131,"385Ip","43262.0",NA,NA,NA,"N","Y",96
"2",385,"385A","PA4.1Ip","Inter","PA 4.2 Ihed","PA 4.1 Ip-PA 4.2 Ihed","PA4","Ip",2,7,"",132,"385AIp","43262.0",NA,NA,NA,"N","Y",88
"2",387,"387A","PA4.2Ip","Inter","PA 4.15 Ihed","PA 4.2 Ip-PA 4.15 Ihed","PA4","Ip",2,6,"",134,"387AIp","43262.0",NA,NA,NA,"N","Y",74
"2",392,"392","PA4.15Ip","Inter","PA 4.9 Ihed","PA 4.15 Ip-PA 4.9 Ihed","PA4","Ip",2,12,"",137,"392Ip","43258.0",NA,NA,NA,"N","Y",200
"2",393,"393","PA4.13Ip","Inter","PA 4.9 Ihed","PA 4.13 Ip-PA 4.9 Ihed","PA4","Ip",2,9,"",138,"393Ip","43262.0",NA,NA,NA,"N","Y",160
"2",393,"393A","PA4.16Ip","Inter","PA 4.15 Ihed","PA 4.16 Ip-PA 4.15 Ihed","PA4","Ip",2,17,"",139,"393AIp","43262.0",NA,NA,NA,"N","Y",109
"2",401,"401","PA4.11Ip","Inter","PA 4.7 Ihed","PA 4.11 Ip-PA 4.7 Ihed","PA4","Ip",2,5,"",140,"401Ip","43262.0",NA,NA,NA,"N","Y",48
"2",401,"401A","PA4.14Ip","Inter","PA 4.15 Ihed","PA 4.14 Ip-PA 4.15 Ihed","PA4","Ip",2,7,"",141,"401AIp","43262.0",NA,NA,NA,"N","Y",49
"2",403,"403A","PA4.13Ip","Inter","PA 4.15 Ihed","PA 4.13 Ip-PA 4.15 Ihed","PA4","Ip",2,7,"",142,"403AIp","43262.0",NA,NA,NA,"N","Y",211
"2",405,"405A","PA4.11Ip","Inter","PA 4.2 Ihed","PA 4.11 Ip-PA 4.2 Ihed","PA4","Ip",2,5,"",143,"405AIp","43262.0",NA,NA,NA,"N","Y",59
"2",406,"406","PA4.18Ip","Inter","PA 4.7 Ihed","PA 4.18 Ip-PA 4.7 Ihed","PA4","Ip",2,9,"",144,"406Ip","43258.0",NA,NA,NA,"N","Y",126
"2",410,"410","PA4.11Ip","Inter","PA 4.7 Ihed","PA 4.11 Ip-PA 4.7 Ihed","PA4","Ip",2,7,"",147,"410Ip","43262.0",NA,NA,NA,"N","Y",88
"2",411,"411A","PA4.13Ip","Inter","PA 4.2 Ihed","PA 4.13 Ip-PA 4.2 Ihed","PA4","Ip",2,5,"",148,"411AIp","43262.0",NA,NA,NA,"N","Y",142
"2",421,"421","PA4.18Ip","Inter","PA 4.3 Ihed","PA 4.18 Ip-PA 4.3 Ihed","PA4","Ip",2,12,"",150,"421Ip","43262.0",NA,NA,NA,"N","Y",193
"2",423,"423","PA4.11Ip","Inter","PA 4.12 Ihed","PA 4.11 Ip-PA 4.12 Ihed","PA4","Ip",2,7,"",151,"423Ip","43262.0",NA,NA,NA,"N","Y",91
"2",425,"425","PA4.11Ip","Alone","NA","NA","PA4","Ip",2,14,"",152,"425Ip","43262.0",NA,NA,NA,"N","Y",384
"2",426,"426","PA4.18Ip","Inter","PA 4.7 Ihed","PA 4.18 Ip-PA 4.7 Ihed","PA4","Ip",2,8,"",153,"426Ip","43258.0",NA,NA,NA,"Y","Y",85
"2",427,"427A","PA4.18Ip","Inter","PA 4.2 Ihed","PA 4.18 Ip-PA 4.2 Ihed","PA4","Ip",2,7,"",154,"427AIp","43262.0",NA,NA,NA,"N","Y",83
"2",428,"428","PA4.16Ip","Inter","PA 4.12 Ihed","PA 4.16 Ip-PA 4.12 Ihed","PA4","Ip",2,7,"",155,"428Ip","43262.0",NA,NA,NA,"N","Y",198
"2",429,"429","PA4.15Ip","Inter","PA 4.7 Ihed","PA 4.15 Ip-PA 4.7 Ihed","PA4","Ip",2,9,"",156,"429Ip","43262.0",NA,NA,NA,"N","Y",156
"2",431,"431A","PA4.17Ip","Inter","PA 4.2 Ihed","PA 4.17 Ip-PA 4.2 Ihed","PA4","Ip",2,14,"",157,"431AIp","43262.0",NA,NA,NA,"N","Y",248
"2",434,"434","PA4.13Ip","Inter","PA 4.12 Ihed","PA 4.13 Ip-PA 4.12 Ihed","PA4","Ip",2,7,"",158,"434Ip","43262.0",NA,NA,NA,"N","Y",13
"2",435,"435","PA4.15Ip","Alone","NA","NA","PA4","Ip",2,9,"",159,"435Ip","43262.0",NA,NA,NA,"Y","Y",47
"2",435,"435A","PA4.11Ip","Inter","PA 4.15 Ihed","PA 4.11 Ip-PA 4.15 Ihed","PA4","Ip",2,13,"",160,"435AIp","43262.0",NA,NA,NA,"N","Y",374
"2",436,"436","PA4.13Ip","Inter","PA 4.9 Ihed","PA 4.13 Ip-PA 4.9 Ihed","PA4","Ip",2,6,"",161,"436Ip","43262.0",NA,NA,NA,"N","Y",207
"2",437,"437A","PA4.13Ip","Inter","PA 4.2 Ihed","PA 4.13 Ip-PA 4.2 Ihed","PA4","Ip",2,8,"",162,"437AIp","43262.0",NA,NA,NA,"N","Y",27
"2",441,"441A","PA4.19Ip","Inter","PA 4.2 Ihed","PA 4.19 Ip-PA 4.2 Ihed","PA4","Ip",2,9,"",165,"441AIp","43262.0",NA,NA,NA,"N","Y",107
"2",445,"445A","PA4.1Ip","Inter","PA 4.2 Ihed","PA 4.1 Ip-PA 4.2 Ihed","PA4","Ip",2,6,"",166,"445AIp","43262.0",NA,NA,NA,"N","Y",155
"2",448,"448","PA4.1Ip","Inter","PA 4.3 Ihed","PA 4.1 Ip-PA 4.3 Ihed","PA4","Ip",2,7,"",167,"448Ip","43262.0",NA,NA,NA,"N","Y",239
"2",449,"449","PA4.17Ip","Alone","NA","NA","PA4","Ip",2,7,"",168,"449Ip","43262.0",NA,NA,NA,"N","Y",193
"2",451,"451A","PA4.14Ip","Inter","PA 4.2 Ihed","PA 4.14 Ip-PA 4.2 Ihed","PA4","Ip",2,5,"",169,"451AIp","43262.0",NA,NA,NA,"N","Y",61
"2",452,"452","PA4.2Ip","Inter","PA 4.7 Ihed","PA 4.2 Ip-PA 4.7 Ihed","PA4","Ip",2,6,"",170,"452Ip","43262.0",NA,NA,NA,"N","Y",77
"2",454,"454","PA4.11Ip","Inter","PA 4.3 Ihed","PA 4.11 Ip-PA 4.3 Ihed","PA4","Ip",2,5,"",171,"454Ip","43262.0",NA,NA,NA,"N","Y",48
"2",455,"455","PA4.17Ip","Inter","PA 4.7 Ihed","PA 4.17 Ip-PA 4.7 Ihed","PA4","Ip",2,7,"",172,"455Ip","43262.0",NA,NA,NA,"N","Y",142
"2",459,"459","PA4.11Ip","Inter","PA 4.3 Ihed","PA 4.11 Ip-PA 4.3 Ihed","PA4","Ip",2,6,"",173,"459Ip","43262.0",NA,NA,NA,"N","Y",100
"2",459,"459A","PA4.15Ip","Inter","PA 4.2 Ihed","PA 4.15 Ip-PA 4.2 Ihed","PA4","Ip",2,5,"",174,"459AIp","43262.0",NA,NA,NA,"N","Y",23
"2",465,"465A","PA4.19Ip","Inter","PA 4.15 Ihed","PA 4.19 Ip-PA 4.15 Ihed","PA4","Ip",2,6,"",178,"465AIp","43262.0",NA,NA,NA,"N","Y",178
"2",469,"469A","PA4.2Ip","Inter","PA 4.15 Ihed","PA 4.2 Ip-PA 4.15 Ihed","PA4","Ip",2,7,"",179,"469AIp","43262.0",NA,NA,NA,"N","Y",91
"2",471,"471A","PA4.16Ip","Inter","PA 4.15 Ihed","PA 4.16 Ip-PA 4.15 Ihed","PA4","Ip",2,5,"",181,"471AIp","43262.0",NA,NA,NA,"N","Y",51
"2",476,"476","PA4.14Ip","Inter","PA 4.12 Ihed","PA 4.14 Ip-PA 4.12 Ihed","PA4","Ip",2,7,"",183,"476Ip","43262.0",NA,NA,NA,"N","Y",29
"2",479,"479A","PA4.11Ip","Inter","PA 4.2 Ihed","PA 4.11 Ip-PA 4.2 Ihed","PA4","Ip",2,7,"",184,"479AIp","43262.0",NA,NA,NA,"N","Y",84
"2",486,"486","PA4.14Ip","Inter","PA 4.3 Ihed","PA 4.14 Ip-PA 4.3 Ihed","PA4","Ip",2,5,"",186,"486Ip","43262.0",NA,NA,NA,"N","Y",149
"2",492,"492","PA4.1Ip","Inter","PA 4.7 Ihed","PA 4.1 Ip-PA 4.7 Ihed","PA4","Ip",2,7,"",187,"492Ip","43262.0",NA,NA,NA,"N","Y",70
"2",494,"494","PA4.17Ip","Inter","PA 4.12 Ihed","PA 4.17 Ip-PA 4.12 Ihed","PA4","Ip",2,6,"",188,"494Ip","43258.0",NA,NA,NA,"N","Y",54
"3",501,"501","PA4.2Ip","Inter","PA 4.3 Ihed","PA 4.2 Ip-PA 4.3 Ihed","PA4","Ip",3,5,"",190,"501Ip","43262.0",NA,NA,NA,"N","Y",113
"3",504,"504","PA4.11Ip","Inter","PA 4.12 Ihed","PA 4.11 Ip-PA 4.12 Ihed","PA4","Ip",3,7,"",191,"504Ip","43262.0",NA,NA,NA,"N","Y",276
"3",510,"510","PA4.13Ip","Inter","PA 4.7 Ihed","PA 4.13 Ip-PA 4.7 Ihed","PA4","Ip",3,9,"",192,"510Ip","43262.0",NA,NA,NA,"N","Y",209
"3",517,"517","PA4.14Ip","Inter","PA 4.3 Ihed","PA 4.14 Ip-PA 4.3 Ihed","PA4","Ip",3,16,"",193,"517Ip","43262.0",NA,NA,NA,"N","Y",1547
"3",521,"521","PA4.18Ip","Inter","PA 4.3 Ihed","PA 4.18 Ip-PA 4.3 Ihed","PA4","Ip",3,9,"",195,"521Ip","43262.0",NA,NA,NA,"N","Y",559
"3",532,"532","PA4.11Ip","Inter","PA 4.12 Ihed","PA 4.11 Ip-PA 4.12 Ihed","PA4","Ip",3,5,"",198,"532Ip","43264.0",NA,NA,NA,"N","Y",52
"3",536,"536","PA4.13Ip","Inter","PA 4.2 Ihed","PA 4.13 Ip-PA 4.2 Ihed","PA4","Ip",3,5,"",200,"536Ip","43262.0",NA,NA,NA,"N","Y",107
"3",537,"537","PA4.11Ip","Inter","PA 4.7 Ihed","PA 4.11 Ip-PA 4.7 Ihed","PA4","Ip",3,6,"",201,"537Ip","43262.0",NA,NA,NA,"N","Y",129
"3",545,"545","PA4.11Ip","Alone","NA","NA","PA4","Ip",3,8,"",202,"545Ip","43262.0",NA,NA,NA,"N","Y",241
"3",559,"559","PA4.14Ip","Inter","PA 4.12 Ihed","PA 4.14 Ip-PA 4.12 Ihed","PA4","Ip",3,14,"",203,"559Ip","43262.0",NA,NA,NA,"N","Y",569
"3",560,"560","PA4.14Ip","Inter","PA 4.9 Ihed","PA 4.14 Ip-PA 4.9 Ihed","PA4","Ip",3,21,"",204,"560Ip","43258.0",NA,NA,NA,"N","Y",413
"3",562,"562","PA4.16Ip","Inter","PA 4.3 Ihed","PA 4.16 Ip-PA 4.3 Ihed","PA4","Ip",3,23,"",205,"562Ip","43259.0",NA,NA,NA,"N","Y",773
"3",567,"567","PA4.17Ip","Alone","NA","NA","PA4","Ip",3,15,"",206,"567Ip","43259.0",NA,NA,NA,"N","Y",167
"3",569,"569","PA4.2Ip","Inter","PA 4.12 Ihed","PA 4.2 Ip-PA 4.12 Ihed","PA4","Ip",3,17,"",207,"569Ip","43259.0",NA,NA,NA,"N","Y",248
"3",570,"570","PA4.19Ip","Inter","PA 4.7 Ihed","PA 4.19 Ip-PA 4.7 Ihed","PA4","Ip",3,20,"",208,"570Ip","43259.0",NA,NA,NA,"N","Y",246
"3",572,"572","PA4.15Ip","Alone","NA","NA","PA4","Ip",3,13,"",209,"572Ip","43259.0",NA,NA,NA,"N","Y",232
"3",576,"576","PA4.2Ip","Inter","PA 4.9 Ihed","PA 4.2 Ip-PA 4.9 Ihed","PA4","Ip",3,11,"",210,"576Ip","43259.0",NA,NA,NA,"N","Y",80
"3",577,"577","PA4.16Ip","Inter","PA 4.12 Ihed","PA 4.16 Ip-PA 4.12 Ihed","PA4","Ip",3,12,"",211,"577Ip","43262.0",NA,NA,NA,"N","Y",631
"3",582,"582","PA4.2Ip","Inter","PA 4.12 Ihed","PA 4.2 Ip-PA 4.12 Ihed","PA4","Ip",3,17,"",213,"582Ip","43259.0",NA,NA,NA,"N","Y",201
"3",585,"585","PA4.15Ip","Inter","PA 4.3 Ihed","PA 4.15 Ip-PA 4.3 Ihed","PA4","Ip",3,35,"",214,"585Ip","43259.0",NA,NA,NA,"N","Y",432
"3",586,"586","PA4.14Ip","Inter","PA 4.9 Ihed","PA 4.14 Ip-PA 4.9 Ihed","PA4","Ip",3,17,"",215,"586Ip","43259.0",NA,NA,NA,"N","Y",219
"3",588,"588","PA4.15Ip","Inter","PA 4.9 Ihed","PA 4.15 Ip-PA 4.9 Ihed","PA4","Ip",3,20,"",216,"588Ip","43259.0",NA,NA,NA,"N","Y",393
"3",592,"592","PA4.1Ip","Inter","PA 4.7 Ihed","PA 4.1 Ip-PA 4.7 Ihed","PA4","Ip",3,8,"",217,"592Ip","43259.0",NA,NA,NA,"N","Y",58
"3",594,"594","PA4.2Ip","Inter","PA 4.9 Ihed","PA 4.2 Ip-PA 4.9 Ihed","PA4","Ip",3,10,"",218,"594Ip","43259.0",NA,NA,NA,"N","Y",426
"3",596,"596","PA4.2Ip","Inter","PA 4.7 Ihed","PA 4.2 Ip-PA 4.7 Ihed","PA4","Ip",3,22,"",219,"596Ip","43259.0",NA,NA,NA,"N","Y",241
"3",600,"600","PA4.2Ip","Inter","PA 4.3 Ihed","PA 4.2 Ip-PA 4.3 Ihed","PA4","Ip",3,10,"",221,"600Ip","43259.0",NA,NA,NA,"N","Y",72
"3",604,"604","PA4.15Ip","Inter","PA 4.3 Ihed","PA 4.15 Ip-PA 4.3 Ihed","PA4","Ip",3,8,"",222,"604Ip","43259.0",NA,NA,NA,"N","Y",55
"3",607,"607","PA4.18Ip","Inter","PA 4.7 Ihed","PA 4.18 Ip-PA 4.7 Ihed","PA4","Ip",3,9,"",223,"607Ip","43259.0",NA,NA,NA,"N","Y",142
"3",609,"609","PA4.16Ip","Inter","PA 4.12 Ihed","PA 4.16 Ip-PA 4.12 Ihed","PA4","Ip",3,11,"",224,"609Ip","43259.0",NA,NA,NA,"N","Y",131
"3",610,"610","PA4.1Ip","Alone","NA","NA","PA4","Ip",3,9,"",225,"610Ip","43259.0",NA,NA,NA,"N","Y",224
"3",611,"611","PA4.18Ip","Inter","PA 4.12 Ihed","PA 4.18 Ip-PA 4.12 Ihed","PA4","Ip",3,7,"",226,"611Ip","43259.0",NA,NA,NA,"N","Y",81
"3",612,"612","PA4.17Ip","Alone","NA","NA","PA4","Ip",3,12,"",227,"612Ip","43259.0",NA,NA,NA,"N","Y",152
"3",613,"613","PA4.13Ip","Inter","PA 4.12 Ihed","PA 4.13 Ip-PA 4.12 Ihed","PA4","Ip",3,6,"",228,"613Ip","43259.0",NA,NA,NA,"N","Y",279
"3",614,"614","PA4.17Ip","Inter","PA 4.3 Ihed","PA 4.17 Ip-PA 4.3 Ihed","PA4","Ip",3,4,"",229,"614Ip","43259.0",NA,NA,NA,"N","Y",94
"3",616,"616","PA4.19Ip","Inter","PA 4.12 Ihed","PA 4.19 Ip-PA 4.12 Ihed","PA4","Ip",3,7,"",230,"616Ip","43259.0",NA,NA,NA,"N","Y",132
"3",617,"617","PA4.16Ip","Alone","NA","NA","PA4","Ip",3,14,"",231,"617Ip","43259.0",NA,NA,NA,"N","Y",239
"3",623,"623","PA4.2Ip","Inter","PA 4.15 Ihed","PA 4.2 Ip-PA 4.15 Ihed","PA4","Ip",3,18,"",233,"623Ip","43259.0",NA,NA,NA,"N","Y",298
"3",627,"627","PA4.1Ip","Inter","PA 4.3 Ihed","PA 4.1 Ip-PA 4.3 Ihed","PA4","Ip",3,8,"",235,"627Ip","43259.0",NA,NA,NA,"N","Y",155
"3",628,"628","PA4.18Ip","Alone","NA","NA","PA4","Ip",3,11,"",236,"628Ip","43259.0",NA,NA,NA,"N","Y",126
"3",629,"629","PA4.18Ip","Inter","PA 4.15 Ihed","PA 4.18 Ip-PA 4.15 Ihed","PA4","Ip",3,16,"",237,"629Ip","43259.0",NA,NA,NA,"N","Y",363
"3",631,"631","PA4.2Ip","Alone","NA","NA","PA4","Ip",3,5,"",238,"631Ip","43259.0",NA,NA,NA,"N","Y",92
"3",634,"634","PA4.19Ip","Alone","NA","NA","PA4","Ip",3,15,"",239,"634Ip","43259.0",NA,NA,NA,"N","Y",280
"3",639,"639","PA4.14Ip","Inter","PA 4.3 Ihed","PA 4.14 Ip-PA 4.3 Ihed","PA4","Ip",3,12,"",241,"639Ip","43259.0",NA,NA,NA,"Y","Y",81
"3",643,"643","PA4.15Ip","Alone","NA","NA","PA4","Ip",3,9,"",242,"643Ip","43259.0",NA,NA,NA,"N","Y",208
"3",645,"645","PA4.13Ip","Inter","PA 4.7 Ihed","PA 4.13 Ip-PA 4.7 Ihed","PA4","Ip",3,12,"",243,"645Ip","43259.0",NA,NA,NA,"N","Y",409
"3",650,"650","PA4.1Ip","Inter","PA 4.9 Ihed","PA 4.1 Ip-PA 4.9 Ihed","PA4","Ip",3,20,"",244,"650Ip","43259.0",NA,NA,NA,"N","Y",314
"3",651,"651","PA4.18Ip","Inter","PA 4.9 Ihed","PA 4.18 Ip-PA 4.9 Ihed","PA4","Ip",3,13,"",245,"651Ip","43259.0",NA,NA,NA,"N","Y",162
"3",653,"653","PA4.15Ip","Inter","PA 4.15 Ihed","PA 4.15 Ip-PA 4.15 Ihed","PA4","Ip",3,20,"",246,"653Ip","43262.0",NA,NA,NA,"N","Y",1001
"3",654,"654","PA4.19Ip","Inter","PA 4.7 Ihed","PA 4.19 Ip-PA 4.7 Ihed","PA4","Ip",3,25,"",247,"654Ip","43259.0",NA,NA,NA,"N","Y",175
"3",659,"659","PA4.1Ip","Inter","PA 4.3 Ihed","PA 4.1 Ip-PA 4.3 Ihed","PA4","Ip",3,16,"",248,"659Ip","43259.0",NA,NA,NA,"N","Y",110
"3",660,"660","PA4.16Ip","Alone","NA","NA","PA4","Ip",3,12,"",250,"660Ip","43259.0",NA,NA,NA,"N","Y",410
"3",662,"662","PA4.15Ip","Inter","PA 4.12 Ihed","PA 4.15 Ip-PA 4.12 Ihed","PA4","Ip",3,16,"",251,"662Ip","43262.0",NA,NA,NA,"N","Y",338
"3",663,"663","PA4.16Ip","Inter","PA 4.9 Ihed","PA 4.16 Ip-PA 4.9 Ihed","PA4","Ip",3,15,"",252,"663Ip","43262.0",NA,NA,NA,"N","Y",280
"3",663,"663A","PA4.19Ip","Inter","PA 4.2 Ihed","PA 4.19 Ip-PA 4.2 Ihed","PA4","Ip",3,6,"",253,"663AIp","43262.0",NA,NA,NA,"N","Y",85
"3",664,"664","PA4.19Ip","Inter","PA 4.9 Ihed","PA 4.19 Ip-PA 4.9 Ihed","PA4","Ip",3,11,"",254,"664Ip","43259.0",NA,NA,NA,"N","Y",220
"3",665,"665A","PA4.15Ip","Inter","PA 4.2 Ihed","PA 4.15 Ip-PA 4.2 Ihed","PA4","Ip",3,13,"",255,"665AIp","43259.0",NA,NA,NA,"N","Y",263
"3",667,"667","PA4.16Ip","Inter","PA 4.7 Ihed","PA 4.16 Ip-PA 4.7 Ihed","PA4","Ip",3,14,"",256,"667Ip","43259.0",NA,NA,NA,"N","Y",487
"3",668,"668","PA4.14Ip","Alone","NA","NA","PA4","Ip",3,17,"",257,"668Ip","43259.0",NA,NA,NA,"N","Y",493
"3",669,"669A","PA4.18Ip","Inter","PA 4.15 Ihed","PA 4.18 Ip-PA 4.15 Ihed","PA4","Ip",3,12,"",258,"669AIp","43259.0",NA,NA,NA,"N","Y",370
"3",671,"671","PA4.13Ip","Inter","PA 4.9 Ihed","PA 4.13 Ip-PA 4.9 Ihed","PA4","Ip",3,5,"",260,"671Ip","43259.0",NA,NA,NA,"N","Y",72
"3",671,"671A","PA4.16Ip","Inter","PA 4.2 Ihed","PA 4.16 Ip-PA 4.2 Ihed","PA4","Ip",3,13,"",261,"671AIp","43259.0",NA,NA,NA,"Y","Y",249
"3",673,"673","PA4.18Ip","Inter","PA 4.9 Ihed","PA 4.18 Ip-PA 4.9 Ihed","PA4","Ip",3,8,"",262,"673Ip","43259.0",NA,NA,NA,"Y","Y",421
"3",676,"676","PA4.14Ip","Inter","PA 4.7 Ihed","PA 4.14 Ip-PA 4.7 Ihed","PA4","Ip",3,10,"",263,"676Ip","43262.0",NA,NA,NA,"N","Y",136
"3",681,"681A","PA4.19Ip","Inter","PA 4.15 Ihed","PA 4.19 Ip-PA 4.15 Ihed","PA4","Ip",3,31,"",264,"681AIp","43259.0",NA,NA,NA,"N","Y",585
"3",683,"683A","PA4.19Ip","Inter","PA 4.2 Ihed","PA 4.19 Ip-PA 4.2 Ihed","PA4","Ip",3,24,"",265,"683AIp","43259.0",NA,NA,NA,"N","Y",394
"3",685,"685A","PA4.16Ip","Inter","PA 4.15 Ihed","PA 4.16 Ip-PA 4.15 Ihed","PA4","Ip",3,12,"",267,"685AIp","43259.0",NA,NA,NA,"N","Y",155
"3",689,"689","PA4.1Ip","Alone","NA","NA","PA4","Ip",3,10,"",268,"689Ip","43259.0",NA,NA,NA,"N","Y",156
"3",689,"689A","PA4.18Ip","Inter","PA 4.2 Ihed","PA 4.18 Ip-PA 4.2 Ihed","PA4","Ip",3,13,"",269,"689AIp","43259.0",NA,NA,NA,"N","Y",241
"3",691,"691","PA4.18Ip","Inter","PA 4.12 Ihed","PA 4.18 Ip-PA 4.12 Ihed","PA4","Ip",3,11,"",270,"691Ip","43259.0",NA,NA,NA,"N","Y",203
"3",691,"691A","PA4.13Ip","Inter","PA 4.15 Ihed","PA 4.13 Ip-PA 4.15 Ihed","PA4","Ip",3,11,"",271,"691AIp","43259.0",NA,NA,NA,"N","Y",86
"3",692,"692","PA4.15Ip","Inter","PA 4.7 Ihed","PA 4.15 Ip-PA 4.7 Ihed","PA4","Ip",3,14,"",272,"692Ip","43259.0",NA,NA,NA,"N","Y",159
"3",693,"693","PA4.15Ip","Inter","PA 4.3 Ihed","PA 4.15 Ip-PA 4.3 Ihed","PA4","Ip",3,15,"",273,"693Ip","43259.0",NA,NA,NA,"Y","Y",154
"3",693,"693A","PA4.17Ip","Inter","PA 4.15 Ihed","PA 4.17 Ip-PA 4.15 Ihed","PA4","Ip",3,10,"",274,"693AIp","43259.0",NA,NA,NA,"N","Y",88
"3",695,"695","PA4.17Ip","Inter","PA 4.3 Ihed","PA 4.17 Ip-PA 4.3 Ihed","PA4","Ip",3,9,"",275,"695Ip","43259.0",NA,NA,NA,"N","Y",189
"3",697,"697","PA4.17Ip","Inter","PA 4.9 Ihed","PA 4.17 Ip-PA 4.9 Ihed","PA4","Ip",3,7,"",276,"697Ip","43262.0",NA,NA,NA,"N","Y",141
"3",697,"697A","PA4.15Ip","Inter","PA 4.15 Ihed","PA 4.15 Ip-PA 4.15 Ihed","PA4","Ip",3,9,"",277,"697AIp","43259.0",NA,NA,NA,"N","Y",131
"3",698,"698","PA4.17Ip","Inter","PA 4.15 Ihed","PA 4.17 Ip-PA 4.15 Ihed","PA4","Ip",3,11,"",278,"698Ip","43259.0",NA,NA,NA,"Y","Y",219
"3",705,"705","PA4.1Ip","Inter","PA 4.2 Ihed","PA 4.1 Ip-PA 4.2 Ihed","PA4","Ip",3,14,"",281,"705Ip","43259.0",NA,NA,NA,"N","Y",235
"3",705,"705A","PA4.11Ip","Inter","PA 4.2 Ihed","PA 4.11 Ip-PA 4.2 Ihed","PA4","Ip",3,10,"",282,"705AIp","43259.0",NA,NA,NA,"N","Y",158
"3",707,"707A","PA4.13Ip","Inter","PA 4.2 Ihed","PA 4.13 Ip-PA 4.2 Ihed","PA4","Ip",3,12,"",283,"707AIp","43259.0",NA,NA,NA,"N","Y",136
"3",708,"708","PA4.16Ip","Inter","PA 4.9 Ihed","PA 4.16 Ip-PA 4.9 Ihed","PA4","Ip",3,9,"",284,"708Ip","43259.0",NA,NA,NA,"N","Y",87
"3",709,"709","PA4.2Ip","Inter","PA 4.9 Ihed","PA 4.2 Ip-PA 4.9 Ihed","PA4","Ip",3,8,"",285,"709Ip","43259.0",NA,NA,NA,"N","Y",46
"3",711,"711","PA4.17Ip","Inter","PA 4.2 Ihed","PA 4.17 Ip-PA 4.2 Ihed","PA4","Ip",3,13,"",287,"711Ip","43259.0",NA,NA,NA,"N","Y",219
"3",712,"712","PA4.1Ip","Inter","PA 4.9 Ihed","PA 4.1 Ip-PA 4.9 Ihed","PA4","Ip",3,9,"",288,"712Ip","43262.0",NA,NA,NA,"N","Y",94
"3",713,"713A","PA4.1Ip","Inter","PA 4.15 Ihed","PA 4.1 Ip-PA 4.15 Ihed","PA4","Ip",3,12,"",289,"713AIp","43259.0",NA,NA,NA,"N","Y",300
"3",715,"715A","PA4.16Ip","Inter","PA 4.2 Ihed","PA 4.16 Ip-PA 4.2 Ihed","PA4","Ip",3,10,"",290,"715AIp","43259.0",NA,NA,NA,"N","Y",80
"3",717,"717","PA4.17Ip","Inter","PA 4.9 Ihed","PA 4.17 Ip-PA 4.9 Ihed","PA4","Ip",3,13,"",291,"717Ip","43259.0",NA,NA,NA,"N","Y",229
"3",718,"718","PA4.15Ip","Inter","PA 4.7 Ihed","PA 4.15 Ip-PA 4.7 Ihed","PA4","Ip",3,15,"",292,"718Ip","43259.0",NA,NA,NA,"N","Y",369
"3",720,"720","PA4.13Ip","Inter","PA 4.9 Ihed","PA 4.13 Ip-PA 4.9 Ihed","PA4","Ip",3,7,"",294,"720Ip","43259.0",NA,NA,NA,"N","Y",110
"3",725,"725","PA4.13Ip","Inter","PA 4.3 Ihed","PA 4.13 Ip-PA 4.3 Ihed","PA4","Ip",3,17,"",295,"725Ip","43262.0",NA,NA,NA,"N","Y",828
"3",727,"727","PA4.15Ip","Inter","PA 4.9 Ihed","PA 4.15 Ip-PA 4.9 Ihed","PA4","Ip",3,15,"",296,"727Ip","43259.0",NA,NA,NA,"N","Y",267
"3",729,"729","PA4.15Ip","Inter","PA 4.12 Ihed","PA 4.15 Ip-PA 4.12 Ihed","PA4","Ip",3,13,"",297,"729Ip","43259.0",NA,NA,NA,"N","Y",258
